index,title,lastrevid,score_pred,state
16851,"Exeter Township, Luzerne County, Pennsylvania",1157358279,C,Pennsylvania
16852,"Fawn Township, Allegheny County, Pennsylvania",1178184714,C,Pennsylvania
16853,"Hamiltonban Township, Adams County, Pennsylvania",1167130675,C,Pennsylvania
16854,"Huntington Township, Adams County, Pennsylvania",1167176325,GA,Pennsylvania
16855,"Connellsville Township, Fayette County, Pennsylvania",1166757902,GA,Pennsylvania
16856,"Hopewell Township, Cumberland County, Pennsylvania",1173867373,C,Pennsylvania
16857,"Watsontown, Pennsylvania",1133851691,GA,Pennsylvania
16858,"Loyalhanna Township, Westmoreland County, Pennsylvania",1177807229,Stub,Pennsylvania
16859,"Dunkard Township, Greene County, Pennsylvania",1157356702,C,Pennsylvania
16860,"Plumcreek Township, Armstrong County, Pennsylvania",1175382855,Stub,Pennsylvania
16861,"Rye Township, Perry County, Pennsylvania",1175380790,Stub,Pennsylvania
16862,"East Wheatfield Township, Indiana County, Pennsylvania",1177815871,C,Pennsylvania
16863,"Bell Township, Westmoreland County, Pennsylvania",1172124941,Start,Pennsylvania
16864,"East Bethlehem Township, Washington County, Pennsylvania",1177815623,B,Pennsylvania
16865,"Letterkenny Township, Pennsylvania",1173871978,C,Pennsylvania
16866,"Parkside, Pennsylvania",1172275039,C,Pennsylvania
16867,"Covington Township, Lackawanna County, Pennsylvania",1174296075,GA,Pennsylvania
16868,"Jefferson Township, Greene County, Pennsylvania",1171582274,C,Pennsylvania
16869,"Brownsville, Pennsylvania",1178251871,C,Pennsylvania
16870,"Pike Township, Clearfield County, Pennsylvania",1157451545,C,Pennsylvania
16871,"Croyle Township, Cambria County, Pennsylvania",1157356050,C,Pennsylvania
16872,"Stewartstown, Pennsylvania",1158576295,C,Pennsylvania
16873,"Venango Township, Erie County, Pennsylvania",1167742557,Start,Pennsylvania
16874,"Upper Burrell Township, Westmoreland County, Pennsylvania",1175375046,Stub,Pennsylvania
16875,"Windsor Township, Berks County, Pennsylvania",1174272198,C,Pennsylvania
16876,"Mifflin Township, Columbia County, Pennsylvania",1171936587,C,Pennsylvania
16877,"Westfall Township, Pike County, Pennsylvania",1175373116,Stub,Pennsylvania
16878,"Wrightsville, Pennsylvania",1178557353,C,Pennsylvania
16879,"Norwegian Township, Schuylkill County, Pennsylvania",1175504096,Stub,Pennsylvania
16880,"Londonderry Township, Chester County, Pennsylvania",1157438934,C,Pennsylvania
16881,"Tyrone Township, Adams County, Pennsylvania",1167739270,C,Pennsylvania
16882,"West Wheatfield Township, Indiana County, Pennsylvania",1175370875,Stub,Pennsylvania
16883,"Rockefeller Township, Northumberland County, Pennsylvania",1175381208,Stub,Pennsylvania
16884,"Glade Township, Warren County, Pennsylvania",1173804051,C,Pennsylvania
16885,"Delaware Township, Mercer County, Pennsylvania",1159987638,C,Pennsylvania
16886,"Washington Township, Dauphin County, Pennsylvania",1165536124,GA,Pennsylvania
16887,"Lafayette Township, McKean County, Pennsylvania",1157437889,Start,Pennsylvania
16888,"Coolspring Township, Mercer County, Pennsylvania",1159987276,C,Pennsylvania
16889,"Conemaugh Township, Indiana County, Pennsylvania",1172551165,GA,Pennsylvania
16890,"McAdoo, Pennsylvania",1176133763,C,Pennsylvania
16891,"Kittanning Township, Armstrong County, Pennsylvania",1171378299,C,Pennsylvania
16892,"Summit Township, Somerset County, Pennsylvania",1167679474,GA,Pennsylvania
16893,"Penndel, Pennsylvania",1157450330,GA,Pennsylvania
16894,"Franklin Township, Snyder County, Pennsylvania",1174920016,C,Pennsylvania
16895,"Monroe Township, Juniata County, Pennsylvania",1173876423,C,Pennsylvania
16896,"Huntington Township, Luzerne County, Pennsylvania",1167176344,C,Pennsylvania
16897,"Muddy Creek Township, Butler County, Pennsylvania",1175956169,Stub,Pennsylvania
16898,"Coaldale, Schuylkill County, Pennsylvania",1177099628,GA,Pennsylvania
16899,"Hemlock Township, Columbia County, Pennsylvania",1167135628,C,Pennsylvania
16900,"Cook Township, Westmoreland County, Pennsylvania",1157355649,C,Pennsylvania
16901,"Sandycreek Township, Venango County, Pennsylvania",1175380407,Stub,Pennsylvania
16902,"Newtown, Bucks County, Pennsylvania",1172623524,GA,Pennsylvania
16903,"Southmont, Pennsylvania",1158104320,C,Pennsylvania
16904,"Haycock Township, Bucks County, Pennsylvania",1172271468,C,Pennsylvania
16905,"East Washington, Pennsylvania",1159119599,C,Pennsylvania
16906,"Elk Lick Township, Somerset County, Pennsylvania",1157357656,B,Pennsylvania
16907,"Dorrance Township, Luzerne County, Pennsylvania",1166852634,GA,Pennsylvania
16908,"Stonycreek Township, Somerset County, Pennsylvania",1174850847,C,Pennsylvania
16909,"Woodward Township, Lycoming County, Pennsylvania",1159224349,GA,Pennsylvania
16910,"Lowhill Township, Lehigh County, Pennsylvania",1177807239,Stub,Pennsylvania
16911,"Spring Township, Perry County, Pennsylvania",1167676187,Start,Pennsylvania
16912,"Perry Township, Snyder County, Pennsylvania",1173877606,C,Pennsylvania
16913,"Oliver Township, Mifflin County, Pennsylvania",1175076132,C,Pennsylvania
16914,"West Nantmeal Township, Chester County, Pennsylvania",1175371289,Stub,Pennsylvania
16915,"Wilmerding, Pennsylvania",1170817149,GA,Pennsylvania
16916,"Fell Township, Lackawanna County, Pennsylvania",1174297868,C,Pennsylvania
16917,"Napier Township, Bedford County, Pennsylvania",1175955912,Stub,Pennsylvania
16918,"New Eagle, Pennsylvania",1157849611,C,Pennsylvania
16919,"Conway, Pennsylvania",1176752758,GA,Pennsylvania
16920,"Shippen Township, Cameron County, Pennsylvania",1121694626,C,Pennsylvania
16921,"Pine Grove, Schuylkill County, Pennsylvania",1157451764,GA,Pennsylvania
16922,"Valley Township, Montour County, Pennsylvania",1173165002,C,Pennsylvania
16923,"Jermyn, Pennsylvania",1177568790,GA,Pennsylvania
16924,"New Stanton, Pennsylvania",1157444608,GA,Pennsylvania
16925,"Lurgan Township, Pennsylvania",1173864075,C,Pennsylvania
16926,"Spring Grove, Pennsylvania",1158104629,GA,Pennsylvania
16927,"Dublin, Pennsylvania",1172131431,GA,Pennsylvania
16928,"Porter Township, Schuylkill County, Pennsylvania",1157453720,C,Pennsylvania
16929,"Braddock, Pennsylvania",1176830817,C,Pennsylvania
16930,"Eldred Township, Lycoming County, Pennsylvania",1168330346,GA,Pennsylvania
16931,"Meyersdale, Pennsylvania",1171469670,GA,Pennsylvania
16932,"Hughesville, Pennsylvania",1157361862,GA,Pennsylvania
16933,"Canton Township, Bradford County, Pennsylvania",1176778158,Start,Pennsylvania
16934,"South Woodbury Township, Bedford County, Pennsylvania",1175378770,Stub,Pennsylvania
16935,"McDonald, Pennsylvania",1157440488,GA,Pennsylvania
16936,"Port Allegany, Pennsylvania",1167302112,C,Pennsylvania
16937,"East McKeesport, Pennsylvania",1168463523,C,Pennsylvania
16938,"Eden Township, Lancaster County, Pennsylvania",1166992145,C,Pennsylvania
16939,"Middlecreek Township, Snyder County, Pennsylvania",1157440928,C,Pennsylvania
16940,"Southwest Greensburg, Pennsylvania",1158104333,GA,Pennsylvania
16941,"Liberty Township, Centre County, Pennsylvania",1157438511,C,Pennsylvania
16942,"Rankin, Pennsylvania",1175257622,C,Pennsylvania
16943,"Leechburg, Pennsylvania",1177350394,C,Pennsylvania
16944,"Milford Township, Juniata County, Pennsylvania",1173513548,C,Pennsylvania
16945,"Tyrone Township, Perry County, Pennsylvania",1167739301,C,Pennsylvania
16946,"Cleona, Pennsylvania",1157354929,C,Pennsylvania
16947,"North Centre Township, Columbia County, Pennsylvania",1175954551,Stub,Pennsylvania
16948,"Greenfield Township, Lackawanna County, Pennsylvania",1174273659,C,Pennsylvania
16949,"South Greensburg, Pennsylvania",1158103823,C,Pennsylvania
16950,"Sheffield Township, Warren County, Pennsylvania",1175380100,Stub,Pennsylvania
16951,"Bald Eagle Township, Pennsylvania",1172051125,C,Pennsylvania
16952,"Buffalo Township, Washington County, Pennsylvania",1166636568,C,Pennsylvania
16953,"Fairview Township, Butler County, Pennsylvania",1177458623,Start,Pennsylvania
16954,"Berlin, Pennsylvania",1157350518,GA,Pennsylvania
16955,"Robesonia, Pennsylvania",1173398071,C,Pennsylvania
16956,"Topton, Pennsylvania",1173397916,C,Pennsylvania
16957,"Walnutport, Pennsylvania",1171091114,C,Pennsylvania
16958,"Lake Township, Luzerne County, Pennsylvania",1167293988,GA,Pennsylvania
16959,"Brockway, Pennsylvania",1157351528,GA,Pennsylvania
16960,"Barr Township, Cambria County, Pennsylvania",1172051191,Stub,Pennsylvania
16961,"Henry Clay Township, Fayette County, Pennsylvania",1157361234,C,Pennsylvania
16962,"Black Creek Township, Luzerne County, Pennsylvania",1172125470,Stub,Pennsylvania
16963,"Burnham, Pennsylvania",1175074620,C,Pennsylvania
16964,"Union Township, Luzerne County, Pennsylvania",1162528578,C,Pennsylvania
16965,"Upper Tyrone Township, Fayette County, Pennsylvania",1175374030,Stub,Pennsylvania
16966,"Jay Township, Elk County, Pennsylvania",1173807765,C,Pennsylvania
16967,"Limestone Township, Lycoming County, Pennsylvania",1157438603,GA,Pennsylvania
16968,"Bell Township, Jefferson County, Pennsylvania",1173809380,C,Pennsylvania
16969,"Mount Holly Springs, Pennsylvania",1167392327,C,Pennsylvania
16970,"South Shenango Township, Crawford County, Pennsylvania",1175379038,Stub,Pennsylvania
16971,"Moscow, Pennsylvania",1173705958,GA,Pennsylvania
16972,"Clinton Township, Wayne County, Pennsylvania",1157354973,GA,Pennsylvania
16973,"Upper Frankford Township, Cumberland County, Pennsylvania",1175375135,Stub,Pennsylvania
16974,"Glen Rock, Pennsylvania",1179429493,GA,Pennsylvania
16975,"Emporium, Pennsylvania",1172882651,C,Pennsylvania
16976,"New Milford Township, Susquehanna County, Pennsylvania",1175955456,Stub,Pennsylvania
16977,"Columbus Township, Warren County, Pennsylvania",1172105822,Start,Pennsylvania
16978,"Summit Township, Crawford County, Pennsylvania",1172101657,GA,Pennsylvania
16979,"Pine Township, Indiana County, Pennsylvania",1174557558,C,Pennsylvania
16980,"Jefferson Township, Fayette County, Pennsylvania",1175230875,GA,Pennsylvania
16981,"Ridgebury Township, Bradford County, Pennsylvania",1175381398,Stub,Pennsylvania
16982,"Dover, Pennsylvania",1170367596,C,Pennsylvania
16983,"Quemahoning Township, Somerset County, Pennsylvania",1175382483,Stub,Pennsylvania
16984,"Hopewell Township, Bedford County, Pennsylvania",1178632655,C,Pennsylvania
16985,"Canton, Pennsylvania",1153589424,C,Pennsylvania
16986,"Jefferson Township, Berks County, Pennsylvania",1178768111,C,Pennsylvania
16987,"Miles Township, Centre County, Pennsylvania",1175956750,Stub,Pennsylvania
16988,"Penn Township, Berks County, Pennsylvania",1174294312,C,Pennsylvania
16989,"Brady Township, Clearfield County, Pennsylvania",1175874133,C,Pennsylvania
16990,"Baldwin Township, Allegheny County, Pennsylvania",1171747803,GA,Pennsylvania
16991,"Blacklick Township, Cambria County, Pennsylvania",1173676681,C,Pennsylvania
16992,"Conemaugh Township, Cambria County, Pennsylvania",1157355384,C,Pennsylvania
16993,"Springfield Township, Mercer County, Pennsylvania",1160605334,GA,Pennsylvania
16994,"Susquehanna Township, Cambria County, Pennsylvania",1167679991,C,Pennsylvania
16995,"Mercer, Pennsylvania",1169337971,GA,Pennsylvania
16996,"West Cornwall Township, Lebanon County, Pennsylvania",1175372444,Stub,Pennsylvania
16997,"Porter Township, Huntingdon County, Pennsylvania",1167498865,C,Pennsylvania
16998,"Darlington Township, Beaver County, Pennsylvania",1174874054,C,Pennsylvania
16999,"Falls Township, Wyoming County, Pennsylvania",1174318672,C,Pennsylvania
17000,"Fairchance, Pennsylvania",1158806090,GA,Pennsylvania
17001,"Big Beaver, Pennsylvania",1179453817,C,Pennsylvania
17002,"South Connellsville, Pennsylvania",1159119717,C,Pennsylvania
17003,"Greenfield Township, Erie County, Pennsylvania",1167128167,GA,Pennsylvania
17004,"Roaring Brook Township, Lackawanna County, Pennsylvania",1175381291,Stub,Pennsylvania
17005,"Jackson Township, Dauphin County, Pennsylvania",1167178619,GA,Pennsylvania
17006,"Walker Township, Huntingdon County, Pennsylvania",1178880959,B,Pennsylvania
17007,"Martinsburg, Pennsylvania",1157440286,GA,Pennsylvania
17008,"North Belle Vernon, Pennsylvania",1157445510,C,Pennsylvania
17009,"Kidder Township, Carbon County, Pennsylvania",1173517818,C,Pennsylvania
17010,"Cass Township, Schuylkill County, Pennsylvania",1173540546,C,Pennsylvania
17011,"West Homestead, Pennsylvania",1170742193,C,Pennsylvania
17012,"Greenwood Township, Columbia County, Pennsylvania",1167128508,C,Pennsylvania
17013,"Riverside, Pennsylvania",1169323941,C,Pennsylvania
17014,"Jonestown, Lebanon County, Pennsylvania",1157437315,GA,Pennsylvania
17015,"Perry Township, Lawrence County, Pennsylvania",1159983460,C,Pennsylvania
17016,"Robinson Township, Washington County, Pennsylvania",1167507282,C,Pennsylvania
17017,"Ayr Township, Pennsylvania",1173293677,C,Pennsylvania
17018,"Oliver Township, Perry County, Pennsylvania",1167426013,C,Pennsylvania
17019,"Lewis Township, Northumberland County, Pennsylvania",1167316479,C,Pennsylvania
17020,"South Centre Township, Columbia County, Pennsylvania",1175379427,Stub,Pennsylvania
17021,"Great Bend Township, Susquehanna County, Pennsylvania",1167127516,B,Pennsylvania
17022,"Jackson Township, Tioga County, Pennsylvania",1167178917,C,Pennsylvania
17023,"Leesport, Pennsylvania",1173397803,C,Pennsylvania
17024,"Farmington Township, Clarion County, Pennsylvania",1173813546,C,Pennsylvania
17025,"Auburn Township, Pennsylvania",1172050264,Start,Pennsylvania
17026,"Upper Tulpehocken Township, Berks County, Pennsylvania",1175374188,Stub,Pennsylvania
17027,"Aleppo Township, Allegheny County, Pennsylvania",1169748425,GA,Pennsylvania
17028,"Tyrone Township, Blair County, Pennsylvania",1167739274,C,Pennsylvania
17029,"North York, Pennsylvania",1157446321,Start,Pennsylvania
17030,"Lenox Township, Susquehanna County, Pennsylvania",1174221765,GA,Pennsylvania
17031,"Benton Township, Lackawanna County, Pennsylvania",1174295605,C,Pennsylvania
17032,"Conyngham, Pennsylvania",1176646419,GA,Pennsylvania
17033,"Washington Township, Jefferson County, Pennsylvania",1173811730,GA,Pennsylvania
17034,"Menno Township, Mifflin County, Pennsylvania",1175957233,Stub,Pennsylvania
17035,"Bloomfield Township, Crawford County, Pennsylvania",1166612187,GA,Pennsylvania
17036,"Rayburn Township, Armstrong County, Pennsylvania",1175382237,Stub,Pennsylvania
17037,"Braddock Hills, Pennsylvania",1168785991,GA,Pennsylvania
17038,"Washington Township, Clarion County, Pennsylvania",1167092341,C,Pennsylvania
17039,"Cherry Ridge Township, Wayne County, Pennsylvania",1166694999,GA,Pennsylvania
17040,"Donegal Township, Butler County, Pennsylvania",1177359857,Start,Pennsylvania
17041,"Forest City, Pennsylvania",1165731303,C,Pennsylvania
17042,"Tullytown, Pennsylvania",1172131770,GA,Pennsylvania
17043,"Metal Township, Pennsylvania",1173901945,C,Pennsylvania
17044,"Jefferson Township, Mercer County, Pennsylvania",1160603630,C,Pennsylvania
17045,"Port Carbon, Pennsylvania",1162583100,C,Pennsylvania
17046,"Zerbe Township, Northumberland County, Pennsylvania",1175368522,Stub,Pennsylvania
17047,"Brokenstraw Township, Warren County, Pennsylvania",1160901570,GA,Pennsylvania
17048,"East Providence Township, Bedford County, Pennsylvania",1177815854,C,Pennsylvania
17049,"Limestone Township, Clarion County, Pennsylvania",1173814301,C,Pennsylvania
17050,"Oil Creek Township, Crawford County, Pennsylvania",1172279534,C,Pennsylvania
17051,"Brush Valley Township, Indiana County, Pennsylvania",1172549257,C,Pennsylvania
17052,"Trainer, Pennsylvania",1167968173,C,Pennsylvania
17053,"Londonderry Township, Bedford County, Pennsylvania",1157438930,C,Pennsylvania
17054,"West Franklin Township, Armstrong County, Pennsylvania",1175372145,Stub,Pennsylvania
17055,"Upper Fairfield Township, Lycoming County, Pennsylvania",1175375127,Stub,Pennsylvania
17056,"Jacobus, Pennsylvania",1157436379,GA,Pennsylvania
17057,"Elkland, Pennsylvania",1157357673,C,Pennsylvania
17058,"East Nantmeal Township, Chester County, Pennsylvania",1177815804,C,Pennsylvania
17059,"Lehigh Township, Wayne County, Pennsylvania",1167296717,C,Pennsylvania
17060,"Branch Township, Schuylkill County, Pennsylvania",1176777392,C,Pennsylvania
17061,"Rome Township, Crawford County, Pennsylvania",1172100809,B,Pennsylvania
17062,"Industry, Pennsylvania",1176471122,C,Pennsylvania
17063,"East Pittsburgh, Pennsylvania",1168516614,C,Pennsylvania
17064,"Hartley Township, Union County, Pennsylvania",1167134013,C,Pennsylvania
17065,"South Mahoning Township, Indiana County, Pennsylvania",1175379183,Stub,Pennsylvania
17066,"Evans City, Pennsylvania",1177383140,C,Pennsylvania
17067,"Plymouth Township, Luzerne County, Pennsylvania",1171932120,GA,Pennsylvania
17068,"Bellwood, Pennsylvania",1176776523,C,Pennsylvania
17069,"Turbot Township, Northumberland County, Pennsylvania",1175377494,Stub,Pennsylvania
17070,"St. Lawrence, Pennsylvania",1174790147,C,Pennsylvania
17071,"Elk Creek Township, Erie County, Pennsylvania",1166993467,C,Pennsylvania
17072,"Sparta Township, Crawford County, Pennsylvania",1175378023,Stub,Pennsylvania
17073,"Tunkhannock, Pennsylvania",1156793234,C,Pennsylvania
17074,"Warriors Mark Township, Huntingdon County, Pennsylvania",1175373652,Stub,Pennsylvania
17075,"Bonneauville, Pennsylvania",1170165633,C,Pennsylvania
17076,"Mayfield, Pennsylvania",1157440337,C,Pennsylvania
17077,"Henderson Township, Jefferson County, Pennsylvania",1173810075,C,Pennsylvania
17078,"Everett, Pennsylvania",1166184050,GA,Pennsylvania
17079,"Freeport, Pennsylvania",1175242201,C,Pennsylvania
17080,"Nicholson Township, Fayette County, Pennsylvania",1157445169,C,Pennsylvania
17081,"Adamstown, Pennsylvania",1161588306,C,Pennsylvania
17082,"Washington Township, Indiana County, Pennsylvania",1167836680,B,Pennsylvania
17083,"Dravosburg, Pennsylvania",1168452144,C,Pennsylvania
17084,"New Oxford, Pennsylvania",1170164660,C,Pennsylvania
17085,"East Brunswick Township, Schuylkill County, Pennsylvania",1177815630,C,Pennsylvania
17086,"Ben Avon, Pennsylvania",1168300411,GA,Pennsylvania
17087,"Lower Mifflin Township, Cumberland County, Pennsylvania",1177807779,Stub,Pennsylvania
17088,"Lykens, Pennsylvania",1171925308,C,Pennsylvania
17089,"Beccaria Township, Clearfield County, Pennsylvania",1178162282,C,Pennsylvania
17090,"Perryopolis, Pennsylvania",1157451072,C,Pennsylvania
17091,"Snake Spring Township, Bedford County, Pennsylvania",1175379837,Stub,Pennsylvania
17092,"Beaver Township, Clarion County, Pennsylvania",1173812746,C,Pennsylvania
17093,"Franklin Township, Luzerne County, Pennsylvania",1167017516,C,Pennsylvania
17094,"Boggs Township, Clearfield County, Pennsylvania",1175873852,C,Pennsylvania
17095,"Randolph Township, Crawford County, Pennsylvania",1175382330,Stub,Pennsylvania
17096,"Young Township, Indiana County, Pennsylvania",1167347953,C,Pennsylvania
17097,"Waverly Township, Lackawanna County, Pennsylvania",1175373577,Stub,Pennsylvania
17098,"Marion Township, Berks County, Pennsylvania",1174292150,C,Pennsylvania
17099,"South Canaan Township, Wayne County, Pennsylvania",1175379552,Stub,Pennsylvania
17100,"Snow Shoe Township, Centre County, Pennsylvania",1175378884,Stub,Pennsylvania
17101,"Lawrence Township, Tioga County, Pennsylvania",1167295693,C,Pennsylvania
17102,"Cheswick, Pennsylvania",1177037389,GA,Pennsylvania
17103,"Honey Brook, Pennsylvania",1178632646,C,Pennsylvania
17104,"Upper Bern Township, Berks County, Pennsylvania",1175374867,Stub,Pennsylvania
17105,"Limestone Township, Union County, Pennsylvania",1167317606,C,Pennsylvania
17106,"Tremont, Pennsylvania",1158115117,GA,Pennsylvania
17107,"Patton, Pennsylvania",1143227094,GA,Pennsylvania
17108,"Pike Township, Berks County, Pennsylvania",1174294602,C,Pennsylvania
17109,"Heidelberg Township, Berks County, Pennsylvania",1174290460,C,Pennsylvania
17110,"Young Township, Jefferson County, Pennsylvania",1173811966,GA,Pennsylvania
17111,"Mont Alto, Pennsylvania",1157441520,C,Pennsylvania
17112,"Albany Township, Berks County, Pennsylvania",1176485966,C,Pennsylvania
17113,"Lower Frankford Township, Cumberland County, Pennsylvania",1177808452,Stub,Pennsylvania
17114,"Wysox Township, Bradford County, Pennsylvania",1175368836,Stub,Pennsylvania
17115,"Ontelaunee Township, Berks County, Pennsylvania",1175384304,Stub,Pennsylvania
17116,"West St. Clair Township, Pennsylvania",1173349617,C,Pennsylvania
17117,"Cherry Township, Sullivan County, Pennsylvania",1166695008,C,Pennsylvania
17118,"Greene Township, Clinton County, Pennsylvania",1167128092,Start,Pennsylvania
17119,"Lower Mahanoy Township, Northumberland County, Pennsylvania",1177808026,Stub,Pennsylvania
17120,"Licking Creek Township, Fulton County, Pennsylvania",1167317275,C,Pennsylvania
17121,"LeBoeuf Township, Erie County, Pennsylvania",1160898375,Start,Pennsylvania
17122,"Sugar Grove Township, Warren County, Pennsylvania",1173805204,C,Pennsylvania
17123,"Youngsville, Pennsylvania",1164266721,Start,Pennsylvania
17124,"Silver Lake Township, Susquehanna County, Pennsylvania",1175379954,Stub,Pennsylvania
17125,"Elk Township, Chester County, Pennsylvania",1166993581,C,Pennsylvania
17126,"Woodbury Township, Blair County, Pennsylvania",1167843692,C,Pennsylvania
17127,"Homer City, Pennsylvania",1170040468,C,Pennsylvania
17128,"Mars, Pennsylvania",1177686241,GA,Pennsylvania
17129,"Paint Township, Clarion County, Pennsylvania",1173892047,C,Pennsylvania
17130,"Edgeworth, Pennsylvania",1168536419,GA,Pennsylvania
17131,"Shamokin Dam, Pennsylvania",1175005039,GA,Pennsylvania
17132,"Troy Township, Bradford County, Pennsylvania",1177814867,Start,Pennsylvania
17133,"Wayne Township, Clinton County, Pennsylvania",1167838455,C,Pennsylvania
17134,"Cresson, Pennsylvania",1163872558,GA,Pennsylvania
17135,"East Lackawannock Township, Mercer County, Pennsylvania",1159987714,Start,Pennsylvania
17136,"Broad Top Township, Bedford County, Pennsylvania",1176485052,C,Pennsylvania
17137,"Washington Township, Snyder County, Pennsylvania",1167836874,C,Pennsylvania
17138,"Wayne Township, Erie County, Pennsylvania",1167838482,C,Pennsylvania
17139,"Overfield Township, Wyoming County, Pennsylvania",1175384028,Stub,Pennsylvania
17140,"Union Township, Erie County, Pennsylvania",1167740102,Start,Pennsylvania
17141,"Washington Township, Lycoming County, Pennsylvania",1169044345,GA,Pennsylvania
17142,"Gallitzin, Pennsylvania",1169055903,GA,Pennsylvania
17143,"Monroe Township, Wyoming County, Pennsylvania",1174319047,C,Pennsylvania
17144,"Cressona, Pennsylvania",1166820025,C,Pennsylvania
17145,"Wetmore Township, McKean County, Pennsylvania",1175370463,Stub,Pennsylvania
17146,"Lykens Township, Dauphin County, Pennsylvania",1177807033,Stub,Pennsylvania
17147,"Smethport, Pennsylvania",1161177892,C,Pennsylvania
17148,"East Carroll Township, Cambria County, Pennsylvania",1157356956,Start,Pennsylvania
17149,"Springdale Township, Allegheny County, Pennsylvania",1175378647,Stub,Pennsylvania
17150,"Leet Township, Allegheny County, Pennsylvania",1169748204,C,Pennsylvania
17151,"Franklin Township, Erie County, Pennsylvania",1169068323,GA,Pennsylvania
17152,"North Bethlehem Township, Washington County, Pennsylvania",1175954715,Stub,Pennsylvania
17153,"Apollo, Pennsylvania",1170818831,C,Pennsylvania
17154,"Mill Hall, Pennsylvania",1157441297,GA,Pennsylvania
17155,"Langhorne, Pennsylvania",1172131285,GA,Pennsylvania
17156,"Spring Township, Snyder County, Pennsylvania",1173878911,C,Pennsylvania
17157,"Porter Township, Lycoming County, Pennsylvania",1157453705,GA,Pennsylvania
17158,"East Union Township, Schuylkill County, Pennsylvania",1171907923,Start,Pennsylvania
17159,"Susquehanna Depot, Pennsylvania",1138119405,GA,Pennsylvania
17160,"Mount Pleasant Township, Columbia County, Pennsylvania",1167392563,C,Pennsylvania
17161,"Springville Township, Susquehanna County, Pennsylvania",1174222476,C,Pennsylvania
17162,"Jones Township, Elk County, Pennsylvania",1176153442,C,Pennsylvania
17163,"Madison Township, Columbia County, Pennsylvania",1167333100,C,Pennsylvania
17164,"Kimmel Township, Bedford County, Pennsylvania",1172249116,C,Pennsylvania
17165,"Ferndale, Pennsylvania",1157358672,GA,Pennsylvania
17166,"Liberty Township, McKean County, Pennsylvania",1138451568,C,Pennsylvania
17167,"Union Township, Union County, Pennsylvania",1171931177,C,Pennsylvania
17168,"Liberty Township, Montour County, Pennsylvania",1167317037,C,Pennsylvania
17169,"East Fallowfield Township, Crawford County, Pennsylvania",1172098533,GA,Pennsylvania
17170,"Reade Township, Cambria County, Pennsylvania",1175382074,Stub,Pennsylvania
17171,"Clearfield Township, Cambria County, Pennsylvania",1157354856,C,Pennsylvania
17172,"Eldred Township, McKean County, Pennsylvania",1169082171,C,Pennsylvania
17173,"Cumberland Valley Township, Bedford County, Pennsylvania",1173522648,C,Pennsylvania
17174,"Hanover Township, Lehigh County, Pennsylvania",1178630404,C,Pennsylvania
17175,"Montgomery, Pennsylvania",1134767578,C,Pennsylvania
17176,"Montrose, Pennsylvania",1152769814,C,Pennsylvania
17177,"Haines Township, Centre County, Pennsylvania",1167129978,C,Pennsylvania
17178,"West Pike Run Township, Washington County, Pennsylvania",1175371891,Stub,Pennsylvania
17179,"Delaware Township, Juniata County, Pennsylvania",1173876215,C,Pennsylvania
17180,"Nescopeck, Pennsylvania",1161152301,GA,Pennsylvania
17181,"Waterford, Pennsylvania",1178447893,GA,Pennsylvania
17182,"Shiremanstown, Pennsylvania",1153590620,C,Pennsylvania
17183,"Roseto, Pennsylvania",1172628097,C,Pennsylvania
17184,"Newport, Pennsylvania",1167409248,C,Pennsylvania
17185,"Cussewago Township, Crawford County, Pennsylvania",1172065730,GA,Pennsylvania
17186,"Freedom, Pennsylvania",1176752927,C,Pennsylvania
17187,"Mercersburg, Pennsylvania",1173869084,GA,Pennsylvania
17188,"Ligonier, Pennsylvania",1164885417,GA,Pennsylvania
17189,"Paxtang, Pennsylvania",1160803298,GA,Pennsylvania
17190,"Montgomery Township, Indiana County, Pennsylvania",1167346172,C,Pennsylvania
17191,"Blossburg, Pennsylvania",1159001002,GA,Pennsylvania
17192,"Chapman Township, Snyder County, Pennsylvania",1166694338,C,Pennsylvania
17193,"Cross Creek Township, Washington County, Pennsylvania",1152768174,C,Pennsylvania
17194,"Monongahela Township, Greene County, Pennsylvania",1175956569,Stub,Pennsylvania
17195,"Independence Township, Washington County, Pennsylvania",1167177043,C,Pennsylvania
17196,"Otto Township, McKean County, Pennsylvania",1175384038,Stub,Pennsylvania
17197,"Northmoreland Township, Wyoming County, Pennsylvania",1175503473,Stub,Pennsylvania
17198,"Cambridge Township, Crawford County, Pennsylvania",1172065394,GA,Pennsylvania
17199,"Milford Township, Somerset County, Pennsylvania",1179525914,C,Pennsylvania
17200,"Richland, Pennsylvania",1178706192,C,Pennsylvania
17201,"Monroe Township, Clarion County, Pennsylvania",1173891843,C,Pennsylvania
17202,"Catawissa, Pennsylvania",1174358085,GA,Pennsylvania
17203,"Wayne Township, Crawford County, Pennsylvania",1172102208,C,Pennsylvania
17204,"Spring Township, Crawford County, Pennsylvania",1172101346,C,Pennsylvania
17205,"Sugarcreek Township, Armstrong County, Pennsylvania",1175378174,Stub,Pennsylvania
17206,"Todd Township, Fulton County, Pennsylvania",1173868925,C,Pennsylvania
17207,"Saxonburg, Pennsylvania",1178030150,C,Pennsylvania
17208,"Cherrytree Township, Venango County, Pennsylvania",1166695056,C,Pennsylvania
17209,"East Berlin, Pennsylvania",1158327806,GA,Pennsylvania
